0,-276.31885,-69.674
1,-224.81492,-75.493
2,-188.222805,-57.977
3,-165.204325,-58.267
4,-124.902155,-35.252
5,-104.526575,-35.286
6,-91.590055,-20.562
7,-77.849755,-17.111
8,-65.092705,-12.67
9,-56.91366,-7.558
10,-41.52918,-5.904
11,-31.161095,-7.403
12,-28.404715,-5.932
13,-17.92791,-6.901
14,-15.850125,-5.063
15,-13.90281,-2.576
16,-11.343145,-1.386
17,-10.95455,-0.395
18,-9.59232,-0.982
19,-8.174365,-0.037
20,-6.098505,-0.201
21,-4.871215,0.639
22,-4.41481,1.865
23,-3.794475,1.625
24,-3.815385,1.53
25,-2.33786,1.905
26,-1.3275,1.945
27,-0.660205,2.045
28,0.361815,2.136
29,-0.057,2.2
30,0.66716,2.16
31,0.626845,2.27
32,0.950445,2.355
33,0.77619,2.215
34,0.69214,2.31
35,0.832805,2.17
36,0.980615,2.665
37,1.01293,2.19
38,0.85566,2.145
39,1.00969,2.675
40,1.003305,2.407
41,0.953585,2.921
42,1.13368,2.935
43,1.288295,2.44
44,1.008245,2.435
45,1.26262,2.87
46,1.53641,3.17
47,1.60645,3.15
48,1.655575,3.315
49,1.582395,3.336
50,1.68826,3.885
51,2.083345,4.001
52,2.231735,4.235
53,2.548165,4.285
54,2.468515,4.315
55,2.9986,4.551
56,2.75472,4.58
57,3.251035,4.557
58,2.90308,4.585
59,3.250035,4.53
60,2.595605,4.825
61,3.29757,4.7
62,3.50869,4.695
63,3.685,4.8
64,3.28228,4.545
65,3.815875,5.01
66,3.61316,5.105
67,3.87582,4.83
68,3.77541,4.9
69,3.49109,5.16
70,3.937115,5.07
71,3.518465,6.325
72,3.830685,6.09
73,3.92222,6.365
74,3.967675,6.095
75,4.09942,5.6
76,4.4054,6.375
77,4.13788,6.04
78,4.460905,6.13
79,4.152505,6.42
80,4.221605,6.16
81,4.56463,6.16
82,4.693565,6.65
83,4.95657,6.825
84,4.514115,7.575
85,5.099575,7.305
86,5.136665,7.74
87,5.30668,7.925
88,5.15257,7.42
89,4.600715,7.257
90,5.42469,7.675
91,5.1529,8.458
92,5.292455,9.415
93,5.659075,9.62
94,5.77445,8.205
95,5.883985,7.74
96,5.09015,7.74
97,5.4818,8.145
98,6.140185,7.871
99,5.74595,7.975
100,6.464475,8.265
101,6.358275,8.275
102,6.54933,8.88
103,6.77348,8.64
104,6.863765,9.13
105,6.38883,9.24
106,7.17333,9.861
107,7.365455,9.865
108,7.22022,9.59
109,7.707185,10.08
110,7.81296,10.315
111,7.795865,10.455
112,8.31431,10.175
113,7.928855,11.09
114,8.361125,10.58
115,8.74917,10.932
116,8.596635,11.155
117,9.145665,10.835
118,9.26484,13.52
119,8.790005,11.675
120,7.38848,11.555
121,9.38346,11.958
122,9.47052,11.905
123,9.396925,12.28
124,9.640605,11.87
125,9.80334,12.035
126,9.695725,12.44
127,9.930275,12.235
128,9.990385,12
129,9.77561,12.245
130,9.932245,12.676
131,9.85382,12.881
132,9.89268,12.645
133,10.71866,12.975
134,10.630155,13.255
135,10.878105,13.125
136,10.927275,13.97
137,9.31897,13.75
138,10.794845,14.59
139,11.180185,13.835
140,10.984615,13.72
141,11.084,15.26
142,11.51875,14.78
143,11.87327,15.21
144,11.457575,14.395
145,11.095405,15.875
146,12.077215,15.325
147,11.82297,16.32
148,12.68476,17.755
149,12.885955,16.696
150,13.238995,18.16
151,13.1048,17.765
152,14.31971,18.63
153,14.73743,18.64
154,14.32908,19.343
155,14.37745,18.355
156,14.753795,18.805
157,14.859325,19.545
158,15.6289,20.006
159,15.852845,18.79
160,15.542335,20.465
161,15.791165,19.775
162,15.678655,20.34
163,16.42999,20.735
164,16.412745,20.485
165,16.087165,19.967
166,15.383725,21.842
167,17.158435,21.18
168,17.47541,20.955
169,17.41934,21.755
170,17.60451,23.811
171,18.231515,22.39
172,18.482445,22.065
173,18.5313,25.146
174,19.2219,24.3
175,19.13248,23.411
176,19.15383,25.303
177,19.985455,26.192
178,19.987135,24.57
179,20.21606,26.32
180,19.850885,28.634
181,19.999445,28.658
182,20.707135,26.368
183,20.799495,28.179
184,20.616265,27.701
185,20.01192,28.823
186,21.071205,28.431
187,22.023615,29.869
188,20.59346,30.506
189,23.08477,28.632
190,22.41438,30.014
191,23.2673,31.409
192,24.245935,31.934
193,24.99386,34.795
194,25.329075,33.66
195,25.803915,36.45
196,26.840645,34.385
197,27.41189,35.883
198,26.47905,34.332
199,27.534055,35.166
200,27.859965,35.985
201,28.96685,36.547
202,28.40129,37.95
203,28.886045,36.58
204,30.100035,36.505
205,30.026915,38.41
206,29.48289,37.67
207,30.904145,37.722
208,31.95496,38.44
209,31.8266,37.825
210,32.83622,38.535
211,32.433195,39.235
212,33.073135,38.79
213,33.61951,39.065
214,33.11465,38.45
215,34.345815,39.16
216,34.69045,40.76
217,34.89695,39.83
218,35.012815,39.97
219,34.51237,38.905
220,34.00437,39.585
221,34.51708,39.85
222,35.20782,40.415
223,35.44016,41.115
224,35.311815,40.785
225,35.91416,41.55
226,35.143065,41.39
227,35.358485,41.68
228,35.20395,41.38
229,36.3309,41.31
230,36.27283,41.25
231,36.503265,41.53
232,36.199255,43.075
233,36.988555,40.565
234,36.6517,42.97
235,37.1321,42.505
236,36.40305,42.055
237,37.81534,44.225
238,37.72929,45.435
239,37.615255,44.66
240,38.021005,43.415
241,38.12206,46.355
242,38.01059,49.75
243,38.80303,46.815
244,38.22771,47.87
245,39.13859,47.125
246,39.395025,49.285
247,38.788515,49.76
248,41.020135,48.475
249,41.2214,48.96
250,41.974045,51.23
251,42.892375,51.385
252,43.469585,52.89
253,43.293625,52.28
254,44.96439,53.345
255,43.888235,52.725
256,46.217365,53.85
257,46.881765,53.67
258,45.77964,55.69
259,47.698935,53.515
260,47.89271,55.815
261,47.13467,53.2
262,47.46005,56.85
263,48.74815,56.45
264,47.483925,55.76
265,47.625575,57.495
266,49.30115,55.945
267,49.867885,56.89
268,50.19577,57.385
269,49.7698,58.855
270,50.07701,59.85
271,48.32425,62.855
272,51.090935,60.385
273,51.41564,63.85
274,52.39961,60.59
275,52.706015,60.375
276,53.06588,62.445
277,52.61743,59.38
278,52.59612,63.46
279,53.57115,60.65
280,54.56509,63.235
281,54.883725,61.915
282,55.59242,62.41
283,55.273835,65.025
284,55.959845,62.95
285,55.823465,64.015
286,57.673465,64.225
287,58.076675,65.625
288,58.50716,67.32
289,57.455685,65.565
290,56.913625,66.925
291,59.03295,65.485
292,55.7944,68.58
293,58.8254,67.805
294,59.53979,71.245
295,60.644905,72.835
296,60.8977,73.145
297,60.877325,76.77
298,61.214635,72.795
299,60.332095,74.52
300,63.1185,76.39
301,63.084065,79.405
302,62.98833,82.57
303,65.155205,84.37
304,65.807525,84.52
305,68.02277,84.99
306,70.955435,82.72
307,70.611285,85.695
308,72.557035,85.655
309,74.04628,85.505
310,75.771595,85.01
311,77.07249,88.965
312,76.25213,87.933
313,77.185565,87.85
314,76.570995,88.175
315,77.821135,90.275
316,77.325565,88.445
317,78.827485,91.31
318,79.79165,93.165
319,79.75624,89.89
320,78.700785,91.785
321,77.325595,90.905
322,77.535945,88.655
323,81.57228,92.775
324,81.254715,91.135
325,83.40485,93.24
326,83.234755,92.105
327,82.759505,92.44
328,83.46908,94.385
329,84.174125,94.095
330,85.020065,93.57
331,84.18305,101.04
332,85.379075,97.075
333,83.955365,98.085
334,86.057425,98.805
335,85.025275,104.085
336,87.51517,103.01
337,87.63243,106.585
338,87.610545,105.41
339,90.111795,107.93
340,89.118535,103.755
341,91.40527,103.075
342,90.911435,104.64
343,93.701625,106.555
344,94.718275,107.635
345,93.266115,107.54
346,91.89133,107.26
347,97.333215,107.435
348,94.30988,107.82
349,96.06021,108.045
350,97.8564,108.26
351,98.66128,107.505
352,98.271525,107.72
353,97.83462,109.03
354,99.07136,109.905
355,98.98649,109.44
356,100.157575,109.85
357,100.37325,110.9
358,99.86365,111.455
359,100.540045,112.325
360,100.823475,111.065
361,98.553445,111.435
362,101.737335,111.79
363,102.355035,110.465
364,101.44152,111.575
365,101.608495,117.625
366,103.173285,114.935
367,103.79924,113.415
368,102.316625,114.65
369,104.29223,114.375
370,104.02375,118.375
371,103.18755,116.735
372,104.564245,113.175
373,104.05573,115.295
374,104.664375,116.17
375,102.6573,114.475
376,103.2388,114.8
377,105.87875,115.585
378,105.731765,116.34
379,106.758245,116.91
380,104.270805,113.975
381,106.3762,116.315
382,106.399025,115.915
383,103.97688,118.45
384,107.586755,115.84
385,107.591875,119
386,106.77237,122.005
387,105.00421,116.305
388,107.758275,115.175
389,106.284875,116.505
390,102.792175,119.785
391,104.45774,116.87
392,106.733375,121.905
393,107.323675,116.14
394,107.76008,118.325
395,107.381675,119.165
396,108.006585,121.29
397,109.880825,120.785
398,109.720125,123.835
399,109.472965,123.27
400,111.460325,122.38
401,109.27532,121.965
402,110.68736,124.17
403,111.980955,125.15
404,112.00136,126.89
405,112.00403,126.055
406,113.114605,125.23
407,114.38825,124.7
408,115.313125,123.465
409,112.35553,123.665
410,115.1691,124.06
411,115.905225,125.46
412,114.086425,125.395
413,115.98227,125.115
414,115.01298,127.42
415,113.77929,127.255
416,113.93474,124.74
417,116.02085,125.85
418,112.89307,124.415
419,115.381505,124.635
420,115.45043,123.75
421,113.31944,125.935
422,114.37237,126.325
423,115.78116,127.235
424,113.67371,124.24
425,113.42799,125.487
426,114.856095,125.4
427,116.51083,125.65
428,115.615775,128.745
429,111.634985,125.115
430,115.50764,127.54
431,115.01158,127.255
432,115.192475,126.97
433,113.598275,127.52
434,116.3959,124.34
435,116.1354,127.18
436,114.73502,127.625
437,113.039965,126.395
438,114.257265,128.105
439,115.87435,125.02
440,112.1953,126.855
441,112.23495,127.645
442,116.732055,125.565
443,117.19269,124.83
444,115.401715,126.435
445,117.47975,129.105
446,114.66181,128.775
447,117.05517,128.295
448,117.490885,127.41
449,114.196765,129.405
450,118.29909,129.125
451,118.12596,128.57
452,114.506415,135.955
453,117.990615,129.02
454,117.92601,130.58
455,119.341915,128.73
456,116.491575,132.025
457,118.91975,131.045
458,118.558015,128.875
459,119.293655,130.925
460,116.935045,130.115
461,120.393525,129.555
462,118.62107,130.965
463,121.263085,131.435
464,118.592665,129.78
465,118.934085,133.93
466,120.37665,130.23
467,121.362645,131.96
468,121.943035,132.635
469,122.496385,133.53
470,120.93138,133.155
471,120.40525,133.88
472,122.1246,131.68
473,120.717845,133.295
474,123.75633,134.51
475,122.004025,136.95
476,121.786835,134.39
477,122.861675,134.51
478,123.541825,134.825
479,122.62376,134.68
480,124.498815,135.395
481,124.60484,137.335
482,125.11221,137.81
483,124.939145,138.35
484,125.598825,136.135
485,124.063475,142.935
486,125.611215,137.695
487,125.88848,141.46
488,126.047095,142.01
489,129.605225,142.435
490,129.657165,143.17
491,131.378935,141.665
492,130.07136,144.375
493,132.19165,145.97
494,132.47848,144.655
495,130.643175,145.19
496,132.145125,144.955
497,133.25312,144.43
498,130.39728,146.03
499,132.494695,144.84
500,133.7956,147.035
501,133.2673,148.16
502,131.25464,146.285
503,133.849275,146.495
504,128.00338,149.965
505,133.93856,145.605
506,132.2575,149.775
507,135.639685,150.51
508,135.98035,158.39
509,136.944525,154.36
510,133.279275,156.335
511,133.698015,156.925
512,134.75163,154.99
513,136.73523,160.065
514,137.606015,157.86
515,135.72471,160.615
516,138.305445,159.11
517,142.5703,160.94
518,142.71484,162.755
519,143.03185,161.72
520,142.94138,159.845
521,143.116195,160.92
522,145.46781,163.25
523,148.84412,161.66
524,149.322225,163.59
525,149.66516,162.235
526,151.7915,161.795
527,152.022265,161.93
528,152.325665,165.575
529,153.309325,165.405
530,147.61821,162.81
531,153.283955,163.72
532,149.824605,164.78
533,150.22403,169.845
534,153.1985,167.14
535,153.216595,170.755
536,154.910575,175.32
537,149.602105,168
538,150.9282,182.16
539,153.890265,186.935
540,153.694845,185.3
541,154.71022,183.45
542,155.51703,187.42
543,149.77658,190.985
544,158.00153,190.375
545,160.297995,193.02
546,161.150405,192.845
547,163.84566,196.735
548,171.543195,201.175
549,170.0447,204.075
550,173.4657,203.55
551,167.29776,205.16
552,181.387585,204.535
553,183.50795,217.65
554,183.48309,217.44
555,185.818325,215.4
556,190.949655,219.75
557,184.014945,219.35
558,188.581705,221.275
559,195.85264,222.13
560,193.715275,221
561,198.64486,225.5
562,202.14369,228.19
563,204.208265,223.2
564,204.577615,226.635
565,209.79915,228.47
566,211.678535,232.005
567,213.51407,231.375
568,209.69015,234.32
569,213.43168,233.975
570,208.786215,235.475
571,217.6923,244.09
572,215.41152,241.5
573,217.53584,253.675
574,222.58555,251.995
575,223.55767,253.26
576,225.4627,255.635
577,219.876385,260.145
578,227.39923,259.14
579,228.12317,259.755
580,229.54885,257.73
581,232.592735,257.265
582,236.759405,259.365
583,238.54018,263.769
584,244.989075,263.365
585,247.516715,262.015
586,249.082765,261.04
587,244.8459,268.13
588,251.411245,265.415
589,244.50592,266.535
590,245.29736,266.02
591,244.05804,269.99
592,248.694825,271.395
593,251.66465,271.44
594,252.04398,273.86
595,249.124565,275.31
596,255.175725,273.17
597,253.23455,273.735
598,255.168335,277.245
599,257.96378,275.055
600,255.860115,277.26
601,260.20023,278.375
602,259.51865,277.515
603,263.30973,276.42
604,265.100675,277.265
605,256.22135,277.375
606,262.936325,277.405
607,259.82796,279.185
608,263.97103,277.595
609,263.264265,279.755
610,264.549265,281.625
611,268.213925,284.465
612,259.256725,286.015
613,267.632645,287.6
614,268.312075,284.855
615,259.4566,292.035
616,264.78976,291.665
617,265.37314,283.28
618,260.2057,285.535
619,262.555935,288.87
620,264.74129,285.785
621,263.054395,284.02
622,267.48356,286.755
623,268.140255,285.15
624,265.560045,285.385
625,263.274095,284.08
626,266.745775,287.55
627,268.168765,288.22
628,266.019415,287.935
629,269.217505,290.055
630,270.254475,286.945
631,266.78309,288.54
632,274.77683,286.565
633,270.504245,289.91
634,272.756175,289.985
635,270.680345,292.41
636,273.21188,290.54
637,265.190475,290.375
638,276.0514,291.64
639,275.738725,288.48
640,276.6626,287.17
641,276.739525,289.16
642,271.937435,287.425
643,267.273275,287.97
644,270.791685,288.385
645,272.446065,300.985
646,277.8371,292.79
647,276.10536,288.9
648,279.641925,292.14
649,279.04122,290.915
650,277.128865,290.45
651,273.79609,290.825
652,277.90365,290.315
653,278.045875,289.785
654,274.649915,289.425
655,275.9106,290.325
656,277.02516,290.35
657,276.341795,298.965
658,276.014875,291.73
659,274.250205,288.745
660,276.137955,290.655
661,272.271485,293.24
662,280.03788,294.735
663,279.91825,300.055
664,275.27485,300.385
665,279.620675,300.99
666,280.53344,302.11
667,280.604005,301.485
668,281.405645,303.595
669,282.116625,302.25
670,286.739325,306.425
671,283.117795,304.56
672,290.056915,304.8
673,285.616915,304.35
674,293.020125,307.4
675,291.69885,307.17
676,293.805075,304.425
677,291.735275,303.96
678,294.80309,304.51
679,285.92827,304.485
680,296.65788,304.52
681,295.00539,305.135
682,291.12155,305.265
683,295.703775,306.105
684,294.27161,303.35
685,291.381895,305.83
686,296.744225,305.7
687,294.605135,304.65
688,294.042735,304.995
689,292.750335,304.32
690,295.482475,304.68
691,292.855075,306.31
692,291.72054,305.555
693,289.49012,305.115
694,294.623105,307.96
695,296.04405,305.065
696,293.28861,305.39
697,289.65527,306.905
698,291.282775,321.905
699,290.919965,306.86
700,297.60648,308.49
701,297.00891,306.5
702,292.196805,307.115
703,293.759705,307.13
704,294.98225,306.88
705,295.578945,306.995
706,292.56785,308.365
707,299.579775,308.165
708,296.52161,306.52
709,290.137665,309.92
710,294.37026,306.655
711,294.521505,306.86
712,296.875825,309.545
713,294.971,307.665
714,296.1466,307.585
715,293.053275,307.005
716,296.26363,307
717,297.715405,307.31
718,293.402765,309.95
719,297.623465,306.935
720,292.326735,307.2
721,297.315915,307.43
722,297.512495,308.81
